keyboard,path,targets,touch_target,layoutfile,touch_file,platforms,layers,nondefault_longpress,longpress_beyond_template,flick,multitap,verdict
adinkra,experimental/a/adinkra/source/adinkra.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
alephwithbeth,experimental/a/alephwithbeth/source/alephwithbeth.kmn,any,yes,yes,yes,tablet,default|shift|alt,0,0,0,0,DEFAULT_SCAFFOLD
alkelang,experimental/a/alkelang/source/alkelang.kmn,mobile,yes,yes,yes,phone,default|shift|caps|ipa|ipa_shift|ipa_caps|symbols|currencies,191,151,0,4,DEVELOPED
amuzgo_guerrero,experimental/a/amuzgo_guerrero/source/amuzgo_guerrero.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
assyrian_audo,experimental/a/assyrian_audo/source/assyrian_audo.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric|diacritics,19,19,0,0,DEVELOPED
athinkra_mwangwego,experimental/athinkra/athinkra_mwangwego/source/athinkra_mwangwego.kmn,web desktop,yes,yes,yes,phone,default|shift|alt,0,0,1,1,DEVELOPED
beria_erfe_phonetic,experimental/b/beria_erfe_phonetic/source/beria_erfe_phonetic.kmn,any,yes,yes,yes,phone,default|shift|numeric,40,40,0,0,DEVELOPED
bidayuh,experimental/b/bidayuh/source/bidayuh.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol|caps,16,16,18,1,DEVELOPED
carambolfulbhe,experimental/c/carambolfulbhe/source/carambolfulbhe.kmn,any,yes,yes,yes,tablet,default|shift|rightalt,0,0,0,0,DEFAULT_SCAFFOLD
carian,experimental/c/carian/source/carian.kmn,any,yes,yes,yes,tablet,default,15,15,0,0,DEVELOPED
chalchiteko,experimental/c/chalchiteko/source/chalchiteko.kmn,any,yes,yes,yes,tablet,default|shift|caps,21,21,0,0,DEVELOPED
chorasmian,experimental/c/chorasmian/source/chorasmian.kmn,any,yes,yes,yes,tablet,default,0,0,0,0,DEFAULT_SCAFFOLD
chuvash,experimental/c/chuvash/source/chuvash.kmn,any,yes,yes,yes,phone,default|shift|numeric,30,30,0,0,DEVELOPED
cim,experimental/c/cim/source/cim.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,49,43,0,0,DEVELOPED
colchis_phonetic,experimental/c/colchis_phonetic/source/colchis_phonetic.kmn,any,yes,yes,yes,phone,default|shift|numeric,2,2,0,0,DEVELOPED
dubeolsik_phonetic,experimental/d/dubeolsik_phonetic/source/dubeolsik_phonetic.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies,27,27,0,0,DEVELOPED
east_slavic,experimental/e/east_slavic/source/east_slavic.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,65,65,0,0,DEVELOPED
elfdalian,experimental/e/elfdalian/source/elfdalian.kmn,any mobile,yes,yes,yes,tablet,default|CapsLock|symbols|CapsOneHit,35,35,0,0,DEVELOPED
elymaic,experimental/e/elymaic/source/elymaic.kmn,any,yes,yes,yes,tablet,default,0,0,0,0,DEFAULT_SCAFFOLD
finongan,experimental/f/finongan/source/finongan.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric|symbol,29,29,0,0,DEVELOPED
fulfulde_borgu_ajami_azerty,experimental/f/fulfulde_borgu_ajami_azerty/source/fulfulde_borgu_ajami_azerty.kmn,any,yes,yes,yes,tablet,default|shift,13,13,0,0,DEVELOPED
fulfulde_borgu_ajami_qwerty,experimental/f/fulfulde_borgu_ajami_qwerty/source/fulfulde_borgu_ajami_qwerty.kmn,any,yes,yes,yes,tablet,default|shift,14,14,0,0,DEVELOPED
gaahmg,experimental/g/gaahmg/source/gaahmg.kmn,any,yes,yes,yes,phone,default|shift|numeric,68,68,0,0,DEVELOPED
gff_geez_emufi-pua,experimental/gff/gff_geez_emufi/extras/gff_geez_emufi-pua.kmn,windows macosx linux,no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_geez_emufi,experimental/gff/gff_geez_emufi/source/gff_geez_emufi.kmn,windows macosx linux,no,no,no,,,0,0,0,0,DESKTOP_ONLY
gff_sbs,experimental/gff/gff_sbs/source/gff_sbs.kmn,windows macosx linux,no,no,no,,,0,0,0,0,DESKTOP_ONLY
hindi_flick,experimental/h/hindi_flick/source/hindi_flick.kmn,any,yes,yes,yes,phone,default|shift|numeric|abc_noshift|caps,73,73,12,14,DEVELOPED
hoisan,experimental/h/hoisan/source/hoisan.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,291,240,0,0,DEVELOPED
hong_kong,experimental/h/hong_kong/source/hong_kong.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,291,240,0,0,DEVELOPED
ife_mn,experimental/i/ife_mn/source/ife_mn.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
irula_tamil_winscript,experimental/i/irula_tamil_winscript/source/irula_tamil_winscript.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
ishkashimi_cyrillic,experimental/i/ishkashimi_cyrillic/source/ishkashimi_cyrillic.kmn,any,yes,yes,yes,phone,default|shift|numeric,38,38,0,0,DEVELOPED
jerriais,experimental/j/jerriais/source/jerriais.kmn,any,yes,yes,yes,phone,default|shift|numeric|caps,50,5,28,1,DEVELOPED
jinland,experimental/j/jinland/source/jinland.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,286,235,0,0,DEVELOPED
kadu_kadu,experimental/k/kadu_kadu/source/kadu_kadu.kmn,any,yes,yes,yes,phone,default|numeric,10,10,0,0,DEVELOPED
karambolpoular,experimental/k/karambolpoular/source/karambolpoular.kmn,any,yes,yes,yes,tablet+phone+desktop,default|shift|shift-alt,0,0,0,0,DEFAULT_SCAFFOLD
kashmiri_phonetic,experimental/k/kashmiri_phonetic/source/kashmiri_phonetic.kmn,any,yes,yes,yes,tablet,default|numeric,38,38,0,0,DEVELOPED
kirikiris,experimental/k/kirikiris/source/kirikiris.kmn,any,yes,yes,yes,phone,default|shift|numeric,11,7,0,0,DEVELOPED
korean_9_keys,experimental/k/korean_9_keys/source/korean_9_keys.kmn,any,yes,yes,yes,tablet,default|numeric|rightalt|shift,0,0,42,7,DEVELOPED
korean_dubeolsik,experimental/k/korean_dubeolsik/source/korean_dubeolsik.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies,27,27,0,0,DEVELOPED
koreguaje,experimental/k/koreguaje/source/koreguaje.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
kreative_sitelenpona_ucsur,experimental/kreative/kreative_sitelenpona_ucsur/source/kreative_sitelenpona_ucsur.kmn,any,yes,yes,yes,tablet,default|shift|alt|shift-alt,6,6,0,0,DEVELOPED
lac_viet,experimental/l/lac_viet/source/lac_viet.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,250,202,0,0,DEVELOPED
lao_pali_extended,experimental/l/lao_pali_extended/source/lao_pali_extended.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
luo_lakeside,experimental/l/luo_lakeside/source/luo_lakeside.kmn,any,yes,yes,yes,phone,default|shift|numeric|capslock|capsnumeric,43,43,0,0,DEVELOPED
manchu_cyrillic,experimental/m/manchu_cyrillic/source/manchu_cyrillic.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,42,42,0,0,DEVELOPED
manga_ajami_azerty,experimental/m/manga_ajami_azerty/source/manga_ajami_azerty.kmn,any,yes,yes,yes,phone,default|numeric,55,55,0,0,DEVELOPED
manga_ajami_qwerty,experimental/m/manga_ajami_qwerty/source/manga_ajami_qwerty.kmn,any,yes,yes,yes,phone,default|numeric,50,50,0,0,DEVELOPED
manga_latin_azerty,experimental/m/manga_latin_azerty/source/manga_latin_azerty.kmn,any,yes,yes,yes,phone,default|shift|numeric,65,32,0,0,DEVELOPED
manga_latin_qwerty,experimental/m/manga_latin_qwerty/source/manga_latin_qwerty.kmn,any,yes,yes,yes,phone,default|shift|numeric,60,21,0,0,DEVELOPED
masaba,experimental/m/masaba/source/masaba.kmn,any,yes,yes,yes,phone,default|shift|numeric|nasali|nasalEe|nasala|nasaltoneOo|nasalu,580,580,0,0,DEVELOPED
mathematical_bold_script,experimental/m/mathematical_bold_script/source/mathematical_bold_script.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,20,20,0,0,DEVELOPED
meitei_legacy,experimental/m/meitei_legacy/source/meitei_legacy.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
miluk_hanis_siuslaw,experimental/m/miluk_hanis_siuslaw/source/miluk_hanis_siuslaw.kmn,any,yes,yes,yes,phone,default|numeric,38,38,0,0,DEVELOPED
moro,experimental/m/moro/source/moro.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,2,0,DEVELOPED
munji,experimental/m/munji/source/munji.kmn,any,yes,yes,yes,phone,default|numeric|symbol,21,21,0,0,DEVELOPED
mjh_aligali,experimental/mjh/mjh_aligali/source/mjh_aligali.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
mjh_hudum,experimental/mjh/mjh_hudum/source/mjh_hudum.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
mjh_manchu,experimental/mjh/mjh_manchu/source/mjh_manchu.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
mjh_sibe,experimental/mjh/mjh_sibe/source/mjh_sibe.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
mjh_todo,experimental/mjh/mjh_todo/source/mjh_todo.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
naijatype,experimental/n/naijatype/source/naijatype.kmn,any,yes,yes,yes,phone,default|shift|numeric_old|symbol|capslock|numeric,347,292,37,16,DEVELOPED
nasa_yuwe,experimental/n/nasa_yuwe/source/nasa_yuwe.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric|symbol,72,28,0,0,DEVELOPED
old_english,experimental/o/old_english/source/old_english.kmn,any,yes,yes,yes,tablet,default|shift|numeric,72,65,0,0,DEVELOPED
old_korean,experimental/o/old_korean/source/old_korean.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies,49,49,0,0,DEVELOPED
paleohispanic,experimental/p/paleohispanic/source/paleohispanic.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
pingelap,experimental/p/pingelap/source/pingelap.kmn,any,yes,yes,yes,tablet,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
poorigbelle,experimental/p/poorigbelle/source/poorigbelle.kmn,any,yes,yes,yes,phone,default|shift|numeric,51,31,0,0,DEVELOPED
pulaar_ajamiya_qwerty,experimental/p/pulaar_ajamiya_qwerty/source/pulaar_ajamiya_qwerty.kmn,any,yes,yes,yes,phone,default|shift|numeric,25,25,0,0,DEVELOPED
rossel,experimental/r/rossel/source/rossel.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
ruanglat,experimental/r/ruanglat/source/ruanglat.kmn,any,yes,yes,yes,phone,default|shift|numeric,13,13,0,0,DEVELOPED
runeboard,experimental/r/runeboard/source/runeboard.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|number,30,30,0,0,DEVELOPED
rusyn,experimental/r/rusyn/source/rusyn.kmn,any,yes,yes,yes,phone,default|numeric|numeric2|shift|capslock,352,352,0,0,DEVELOPED
sahtu,experimental/s/sahtu/source/sahtu.kmn,web desktop,yes,no,no,,,0,0,0,0,DESKTOP_ONLY
salako_rara,experimental/s/salako_rara/source/salako_rara.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol|caps,9,9,14,1,DEVELOPED
santali_latin,experimental/s/santali_latin/source/santali_latin.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
satere,experimental/s/satere/source/satere.kmn,any,yes,yes,yes,tablet,default|shift,14,10,0,0,DEVELOPED
shanghai_jamo,experimental/s/shanghai_jamo/source/shanghai_jamo.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies,48,48,0,0,DEVELOPED
shanghai_telex,experimental/s/shanghai_telex/source/shanghai_telex.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,300,249,0,0,DEVELOPED
shaw_2layer,experimental/s/shaw_2layer/source/shaw_2layer.kmn,any,yes,yes,yes,tablet,default|symbols,8,8,0,0,DEVELOPED
shebek,experimental/s/shebek/source/shebek.kmn,any,yes,yes,yes,tablet,default|shift,34,34,0,0,DEVELOPED
soninke_n_ti,experimental/s/soninke_n_ti/source/soninke_n_ti.kmn,any,yes,yes,yes,phone,default|shift|numeric|diacriticA|diacriticE|diacriticI|diacriticO|diacriticU|ShiftJJ,90,90,0,0,DEVELOPED
sp_lentan_ucsur,experimental/s/sp_lentan_ucsur/source/sp_lentan_ucsur.kmn,any,yes,yes,yes,tablet,default|shift|numeric,141,141,0,0,DEVELOPED
sp_pochin_ucsur,experimental/s/sp_pochin_ucsur/source/sp_pochin_ucsur.kmn,any,yes,yes,yes,tablet,default|a|e|i|j|k|ki|l|le|li|m|mo|n|o|p|pi|po|s|se|su|t|u|w,1265,1265,0,0,DEVELOPED
sp_wakalito_ucsur,experimental/s/sp_wakalito_ucsur/source/sp_wakalito_ucsur.kmn,any,yes,yes,yes,tablet,default,0,0,0,0,DEFAULT_SCAFFOLD
spanish_telex,experimental/s/spanish_telex/source/spanish_telex.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,46,27,0,0,DEVELOPED
sunuwar_phonetic,experimental/s/sunuwar_phonetic/source/sunuwar_phonetic.kmn,any,yes,yes,yes,phone,default|numeric,15,15,0,0,DEVELOPED
sil_lavukaleve,experimental/sil/sil_lavukaleve/source/sil_lavukaleve.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
tai_lanna_thai,experimental/t/tai_lanna_thai/source/tai_lanna_thai.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
taigi_poj,experimental/t/taigi_poj/source/taigi_poj.kmn,any,yes,yes,yes,phone,default|shift|numeric|symbol,87,87,0,0,DEVELOPED
tangsa_lakhum,experimental/t/tangsa_lakhum/source/tangsa_lakhum.kmn,any,yes,yes,yes,tablet,default|shift|ctrl,0,0,0,0,DEFAULT_SCAFFOLD
teggargrent_lat,experimental/t/teggargrent_lat/source/teggargrent_lat.kmn,any,yes,yes,yes,phone,default|shift|numbers|symbols,32,32,0,0,DEVELOPED
tengwar_quenya,experimental/t/tengwar_quenya/source/tengwar_quenya.kmn,any,yes,yes,yes,phone,default|numeric,70,70,0,0,DEVELOPED
tsakonian,experimental/t/tsakonian/source/tsakonian.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
unifon,experimental/u/unifon/source/unifon.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
wakhi_cyrillic,experimental/w/wakhi_cyrillic/source/wakhi_cyrillic.kmn,any,yes,yes,yes,phone,default|shift|numeric,48,48,0,0,DEVELOPED
wakhi_standard,experimental/w/wakhi_standard/source/wakhi_standard.kmn,any,yes,yes,yes,phone,default|shift|numeric,54,44,0,0,DEVELOPED
wancho,experimental/w/wancho/source/wancho.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
wenchow,experimental/w/wenchow/source/wenchow.kmn,any,yes,yes,yes,tablet,default|shift|numeric|currencies|caps,49,21,0,0,DEVELOPED
wyandot,experimental/w/wyandot/source/wyandot.kmn,any,yes,yes,yes,phone,default|shift|numeric,13,13,0,0,DEVELOPED
zanan,experimental/z/zanan/source/zanan.kmn,any,yes,yes,yes,phone,default|shift|numeric|vowelo|vowelu|voweli|vowela|f|fy|g|gw|gy|kh|khw|khy|k|kw|ky|TT|YY|SS|DD|BB,486,486,0,0,DEVELOPED
zou_script_and_numerals,experimental/z/zou_script_and_numerals/source/zou_script_and_numerals.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
adiga_danef,release/a/adiga_danef/source/adiga_danef.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
afghan_turkmen,release/a/afghan_turkmen/source/afghan_turkmen.kmn,any,yes,yes,yes,phone,default|shift|symbol,25,25,0,0,DEVELOPED
ahom_star,release/a/ahom_star/source/ahom_star.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,21,21,0,0,DEVELOPED
akan,release/a/akan/source/akan.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
akha_lahu,release/a/akha_lahu/source/akha_lahu.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
aksarabali_panlex,release/a/aksarabali_panlex/source/aksarabali_panlex.kmn,any,yes,yes,yes,phone,default|shift|numeric,40,40,0,0,DEVELOPED
amazigh_latin,release/a/amazigh_latin/source/amazigh_latin.kmn,any,yes,yes,yes,phone,default|shift|numeric,100,90,0,0,DEVELOPED
anglo_furthorc_english,release/a/anglo_furthorc_english/source/anglo_furthorc_english.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
anii,release/a/anii/source/anii.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,20,20,0,0,DEVELOPED
arabic_izza,release/a/arabic_izza/source/arabic_izza.kmn,any,yes,yes,yes,tablet+phone,default|shift|numeric,22,22,0,0,DEVELOPED
arabic_w_o_dots,release/a/arabic_w_o_dots/source/arabic_w_o_dots.kmn,any,yes,yes,yes,phone,default|symbols|extra|extraplus|shift,74,74,17,11,DEVELOPED
aramaic_hebrew,release/a/aramaic_hebrew/source/aramaic_hebrew.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
arbore,release/a/arbore/source/arbore.kmn,any,yes,yes,yes,phone,default|shift|numeric,20,20,0,0,DEVELOPED
armenian_mnemonic,release/a/armenian_mnemonic/source/armenian_mnemonic.kmn,any,yes,yes,yes,phone,default|shift|numeric|numeric2|caps,390,390,0,0,DEVELOPED
armenian_mnemonic_r,release/a/armenian_mnemonic_r/source/armenian_mnemonic_r.kmn,any,yes,yes,yes,phone,default|shift|numeric|numeric2|caps,390,390,0,0,DEVELOPED
ausephon,release/a/ausephon/source/ausephon.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
avestan_phonetic,release/a/avestan_phonetic/source/avestan_phonetic.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
athinkra_vai,release/athinkra/athinkra_vai/source/athinkra_vai.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
athinkra_vai_typewriter,release/athinkra/athinkra_vai_typewriter/source/athinkra_vai_typewriter.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift,0,0,0,0,DEFAULT_SCAFFOLD
balochi_inpage,release/b/balochi_inpage/source/balochi_inpage.kmn,any,yes,yes,yes,phone,default|shift|numeric,71,71,0,0,DEVELOPED
balochi_latin,release/b/balochi_latin/source/balochi_latin.kmn,any,yes,yes,yes,tablet+phone,default|shift|alt|shift-alt|numeric,6,6,0,0,DEVELOPED
balochi_persian,release/b/balochi_persian/source/balochi_persian.kmn,any,yes,yes,yes,phone,default|shift|numeric,20,20,0,0,DEVELOPED
balochi_phonetic,release/b/balochi_phonetic/source/balochi_phonetic.kmn,any,yes,yes,yes,phone,default|shift|numeric,56,56,0,0,DEVELOPED
balochi_scientific,release/b/balochi_scientific/source/balochi_scientific.kmn,any,yes,yes,yes,tablet,default|shift|numeric,75,51,0,0,DEVELOPED
balochi_urdu,release/b/balochi_urdu/source/balochi_urdu.kmn,any,yes,yes,yes,phone,default|shift|numeric,31,31,0,0,DEVELOPED
bambara,release/b/bambara/source/bambara.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bamum,release/b/bamum/source/bamum.kmn,any,yes,yes,yes,phone,default|shift|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bangla_joy,release/b/bangla_joy/source/bangla_joy.kmn,any,yes,yes,yes,tablet,shift|rightalt|default,0,0,0,0,DEFAULT_SCAFFOLD
bangla_munir,release/b/bangla_munir/source/bangla_munir.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
bangla_probhat,release/b/bangla_probhat/source/bangla_probhat.kmn,any,yes,yes,yes,tablet,default|shift|rightalt,0,0,0,0,DEFAULT_SCAFFOLD
banne,release/b/banne/source/banne.kmn,any,yes,yes,yes,phone,default|shift|numeric,6,6,0,0,DEVELOPED
bassa_vah,release/b/bassa_vah/source/bassa_vah.kmn,any,yes,yes,yes,phone,default|numeric,5,5,0,0,DEVELOPED
batak,release/b/batak/source/batak.kmn,any,yes,yes,yes,tablet,default|shift,40,40,0,0,DEVELOPED
baybayin,release/b/baybayin/source/baybayin.kmn,any,yes,yes,yes,tablet,default|shift,0,0,0,0,DEFAULT_SCAFFOLD
behdini_arab,release/b/behdini_arab/source/behdini_arab.kmn,any,yes,yes,yes,tablet,default|shift,30,30,0,0,DEVELOPED
belgian_typewriter,release/b/belgian_typewriter/source/belgian_typewriter.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
bhaiksuki_inscript,release/b/bhaiksuki_inscript/source/bhaiksuki_inscript.kmn,any,yes,yes,yes,phone,default|shift|numeric|rightalt,8,8,0,0,DEVELOPED
br_nativo,release/b/br_nativo/source/br_nativo.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
brahmi_inscript,release/b/brahmi_inscript/source/brahmi_inscript.kmn,any,yes,yes,yes,phone,default|shift|numeric|rightalt,16,16,0,0,DEVELOPED
breton_chwerty,release/b/breton_chwerty/source/breton_chwerty.kmn,any,yes,yes,yes,tablet,default|rightalt|shift,0,0,0,0,DEFAULT_SCAFFOLD
btl_kenya,release/b/btl_kenya/source/btl_kenya.kmn,any,yes,yes,yes,tablet,default|shift|numeric,65,31,0,0,DEVELOPED
bu_phonetic,release/b/bu_phonetic/source/bu_phonetic.kmn,desktop,no,no,no,,,0,0,0,0,DESKTOP_ONLY
budukh,release/b/budukh/source/budukh.kmn,any,yes,yes,yes,phone,default|shift|numeric,37,32,0,0,DEVELOPED
buhid,release/b/buhid/source/buhid.kmn,any,yes,yes,yes,phone,default|numeric,0,0,0,0,DEFAULT_SCAFFOLD
bukawa,release/b/bukawa/source/bukawa.kmn,any,yes,yes,yes,phone,default|shift|numeric,19,13,0,0,DEVELOPED
burushaski_girminas,release/b/burushaski_girminas/source/burushaski_girminas.kmn,any,yes,yes,yes,tablet,default|numeric|Num2|shift,49,44,0,0,DEVELOPED
burushaski_girminas_perso_arabic,release/b/burushaski_girminas_perso_arabic/source/burushaski_girminas_perso_arabic.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift|numeric,36,36,5,0,DEVELOPED
basic_kbda1,release/basic/basic_kbda1/source/basic_kbda1.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbda2,release/basic/basic_kbda2/source/basic_kbda2.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbda3,release/basic/basic_kbda3/source/basic_kbda3.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbdadlm,release/basic/basic_kbdadlm/source/basic_kbdadlm.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,28,28,0,1,DEVELOPED
basic_kbdal,release/basic/basic_kbdal/source/basic_kbdal.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdarme,release/basic/basic_kbdarme/source/basic_kbdarme.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdarmph,release/basic/basic_kbdarmph/source/basic_kbdarmph.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|shift-ralt|caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbdarmty,release/basic/basic_kbdarmty/source/basic_kbdarmty.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|shift-ralt|caps|symbol|symbol-caps,30,30,0,2,DEVELOPED
basic_kbdarmw,release/basic/basic_kbdarmw/source/basic_kbdarmw.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdaze,release/basic/basic_kbdaze/source/basic_kbdaze.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,28,28,0,1,DEVELOPED
basic_kbdazel,release/basic/basic_kbdazel/source/basic_kbdazel.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdazst,release/basic/basic_kbdazst/source/basic_kbdazst.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,28,28,0,2,DEVELOPED
basic_kbdbash,release/basic/basic_kbdbash/source/basic_kbdbash.kmn,any,yes,yes,yes,tablet,default|shift|alt|caps|symbol|symbol-caps,39,39,0,1,DEVELOPED
basic_kbdbe,release/basic/basic_kbdbe/source/basic_kbdbe.kmn,any,yes,yes,yes,tablet,default|shift|symbol|caps|symbol-caps,12,12,0,2,DEVELOPED
basic_kbdbene,release/basic/basic_kbdbene/source/basic_kbdbene.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdbgph1,release/basic/basic_kbdbgph1/source/basic_kbdbgph1.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,16,16,0,0,DEVELOPED
basic_kbdbgph,release/basic/basic_kbdbgph/source/basic_kbdbgph.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,30,30,0,2,DEVELOPED
basic_kbdbhc,release/basic/basic_kbdbhc/source/basic_kbdbhc.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,37,37,0,2,DEVELOPED
basic_kbdblr,release/basic/basic_kbdblr/source/basic_kbdblr.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdbr,release/basic/basic_kbdbr/source/basic_kbdbr.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdbu,release/basic/basic_kbdbu/source/basic_kbdbu.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,32,32,0,2,DEVELOPED
basic_kbdbug,release/basic/basic_kbdbug/source/basic_kbdbug.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdbulg,release/basic/basic_kbdbulg/source/basic_kbdbulg.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,28,28,0,1,DEVELOPED
